1.06309922,14.02032672,1.08517013
0.26078509,14.04663904,1.15706488
1.04907747,13.89467933,1.31455456
0.24361631,13.92590494,1.37584479
-0.56890933,14.10156898,1.21357302
-0.58739391,13.98493735,1.42200927
-1.41868776,14.17443716,1.25134772
-1.43770214,14.06025521,1.45077406
-2.28361539,14.24490123,1.27108255
-2.30322086,14.13209249,1.46345917
-4.16843326,31.17731978,1.83483080
-3.44730978,31.13978923,1.83331282
-4.19904598,31.20680814,2.05336863
-3.46983971,31.17339244,2.04116592
-2.75633940,31.10373438,1.84029069
-2.77117768,31.14217459,2.03949019
-2.07511322,31.08297710,1.85801001
-2.08243103,31.12657680,2.05057063
-1.38324017,31.09240802,1.88695639
-1.38295006,31.14090174,2.07456877
-3.03168431,14.43679471,1.25846710
-3.05338248,14.32300971,1.45021476
-3.77973120,14.58160964,1.23402526
-3.80406020,14.46803198,1.42559234
-4.52777958,14.65441349,1.20329884
-4.55571872,14.54403700,1.39490539
-5.28453816,14.63973120,1.17313388
-5.31754143,14.53709101,1.36396073
-6.94346421,29.96174642,1.85821494
-6.14344389,30.27949809,1.83534920
-7.01683424,29.97713874,2.13864319
-6.20363875,30.29400853,2.11008122
-5.43074073,30.58967326,1.82228197
-5.47965579,30.60710060,2.08106500
-4.77891462,30.88859536,1.82345855
-4.81810902,30.91130768,2.06198760
-5.97127419,14.98510843,1.18449202
-6.01012097,14.88962333,1.37922370
-6.67690210,15.25692646,1.19859563
-6.72323312,15.17149072,1.39484927
-7.42844600,15.47240920,1.21262619
-7.48448468,15.39914083,1.40739105
-8.26667927,15.65830160,1.21048310
-8.33423872,15.59811565,1.40080024
-8.84374454,15.95797511,1.20268067
-8.91610952,15.90973780,1.39197941
-9.49118408,16.25520123,1.17808025
-9.56786206,16.21897821,1.36465967
-10.23323161,16.55907630,1.12923383
-10.31263058,16.53433764,1.31126510
-11.09922302,16.87861561,1.04821231
-11.17864876,16.86481217,1.22436138
-9.90094014,28.53647076,1.69926780
-9.01832021,28.89239564,1.70873719
-10.00584236,28.54482463,1.94954011
-9.11734455,28.90226509,1.97675558
-8.24171278,29.25195163,1.73842776
-8.33218658,29.26247704,2.01794258
-7.55540927,29.60916337,1.79014118
-7.63706235,29.62130675,2.07438328
-11.28037672,17.86430879,1.07818150
-11.37398542,17.85285559,1.25828660
-11.54280519,18.84045893,1.09112650
-11.65039901,18.83177500,1.27470256
-11.90039432,19.81104214,1.09036431
-12.02177938,19.80558123,1.27602696
-12.36323606,20.78178760,1.07786192
-12.49882153,20.78023030,1.26353765
-11.66912008,21.96241106,1.17105851
-11.80399465,21.95697932,1.38190055
-11.18211105,23.14685299,1.21767719
-11.31210091,23.13507693,1.44766732
-10.82285221,24.29513599,1.25245233
-10.95119171,24.28121740,1.49386112
-10.53668207,25.38469833,1.26606578
-10.66777463,25.37436733,1.51823328
-10.30746431,26.19847015,1.42189047
-10.43204927,26.19047229,1.67582078
-10.12300432,26.98732820,1.54142264
-10.24158455,26.98388881,1.79650341
-9.98727458,27.76413076,1.63118103
-10.09935967,27.76633407,1.88525033
1.07954928,14.15259181,0.83731655
0.28177088,14.17420238,0.91951765
-0.54564380,14.22489527,0.98726070
-1.39450638,14.29426050,1.03540398
-2.25904509,14.36228260,1.06394948
-4.14277384,31.15258762,1.60198753
-3.42872407,31.10936236,1.61319040
-2.74448706,31.06759783,1.63068538
-2.06988260,31.04120423,1.65702272
-1.38483051,31.04507989,1.69248954
-3.00530788,14.55412219,1.05272508
-3.75143918,14.69758806,1.02952368
-4.49687049,14.76592979,1.00031465
-5.24987068,14.74177376,0.97186876
-6.87488758,29.95758705,1.55902721
-6.08952296,30.27512515,1.54172180
-5.38836490,30.58064221,1.54563831
-4.74570260,30.87231903,1.56859189
-5.93165414,15.07920414,0.97909526
-6.63070918,15.34028482,0.99135410
